cycle,o_word
3095,-0.015625
3096,0.015625
3097,0
3098,-0.015625
3099,0.015625
3100,-2
3101,-2
3102,-2
3103,-1.953125
3104,-1.375
3105,0
3106,0.015625
3107,-0.015625
3108,1.984375
3109,-2
3110,0
3111,-0.015625
3112,0.015625
3113,0
3114,-0.015625
3115,0.015625
3116,1.984375
3117,1.984375
3118,1.984375
3119,1.984375
3120,1.984375
3121,0
3122,0.015625
3123,-0.015625
3124,1.984375
3125,-2
3126,0
3127,-0.015625
3128,0.015625
3129,0
3130,-0.015625
3131,0.015625
3132,-1.1875
3133,-0.609375
3134,-0.03125
3135,0.546875
3136,1.125
3137,0
3138,0.015625
3139,-0.015625
3140,1.984375
3141,-2
3142,0
3143,-0.015625
3144,0.015625
3145,0
3146,-0.015625
3147,0.015625
3148,-2
3149,-2
3150,-2
3151,-2
3152,-2
3153,0
3154,0.015625
3155,-0.015625
3156,1.984375
3157,-2
3158,0
3159,-0.015625
3160,0.015625
3161,0
3162,-0.015625
3163,0.015625
3164,1.3125
3165,1.890625
3166,1.984375
3167,1.984375
3168,1.984375
3169,0
3170,0.015625
3171,-0.015625
3172,1.984375
3173,-2
3174,0
3175,-0.015625
3176,0.015625
3177,0
3178,-0.015625
3179,0.015625
3180,-2
3181,-2
3182,-2
3183,-2
3184,-2
3185,0
3186,0.015625
3187,-0.015625
3188,1.984375
3189,-2
3190,0
3191,-0.015625
3192,0.015625
3193,0
3194,-0.015625
3195,0.015625
3196,1.984375
3197,1.984375
3198,1.984375
3199,1.984375
3200,1.984375
3201,0
3202,0.015625
3203,-0.015625
3204,1.984375
3205,-2
3206,0
3207,-0.015625
3208,0.015625
3209,0
3210,-0.015625
3211,0.015625
3212,-2
3213,-2
3214,-1.78125
3215,-1.203125
3216,-0.625
3217,0
3218,0.015625
3219,-0.015625
3220,1.984375
3221,-2
3222,0
3223,-0.015625
3224,0.015625
3225,0
3226,-0.015625
3227,0.015625
3228,1.984375
3229,1.984375
3230,1.984375
3231,-2
3232,-2
3233,0
3234,0.015625
3235,-0.015625
3236,1.984375
3237,-2
3238,0
3239,-0.015625
3240,0.015625
3241,0
3242,-0.015625
3243,0.015625
3244,-0.4375
3245,0.140625
3246,0.71875
3247,1.296875
3248,1.875
3249,0
3250,0.015625
3251,-0.015625
3252,1.984375
3253,-2
3254,0
3255,-0.015625
3256,0.015625
3257,0
3258,-0.015625
3259,0.015625
3260,-2
3261,-2
3262,-2
3263,-2
3264,-2
3265,0
3266,0.015625
3267,-0.015625
3268,1.984375
3269,-2
3270,0
3271,-0.015625
3272,0.015625
3273,0
3274,-0.015625
3275,0.015625
3276,1.984375
3277,1.984375
3278,1.984375
